source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Forbes'}","Jill Goldenziel, Contributor, 
 Jill Goldenziel, Contributor
 https://www.forbes.com/sites/jillgoldenziel/",Law Doesn’t Protect Undersea Cables. Russia And China Know It.,Six undersea cables in the Baltic Sea and Taiwan Strait have been severed since November. Russia and China may be exploiting gaps in international law.,https://www.forbes.com/sites/jillgoldenziel/2025/02/13/law-doesnt-protect-undersea-cables-russia-and-china-know-it/,https://imageio.forbes.com/specials-images/imageserve/67aeba77ac8ce62388701ce8/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-14T03:45:52Z,"A picture taken on February 4, 2025 shows optical reconnaissance with binoculars and documentation ... [+] with a camera from the bridge deck of patrol ship HMS Carlskrona (P04), on open water near K… [+7579 chars]"
"{'id': None, 'name': 'WPXI Pittsburgh'}",Wpxi.com News Staff,"Uniontown man accused of sending lewd photos to teen, trying to meet her sentenced to prison","A Fayette County man has been sentenced to prison for sending inappropriate messages and photos to a teen girl on social media, the Attorney General said.",https://www.wpxi.com/news/local/uniontown-man-accused-sending-lewd-photos-teen-trying-meet-her-sentenced-prison/HMDGSWEZ3RFJNKP4L3K35BMACE/,https://cmg-cmg-tv-10080-prod.cdn.arcpublishing.com/resizer/v2/https%3A%2F%2Fcloudfront-us-east-1.images.arcpublishing.com%2Fcmg%2FQWN6MJXCWBFHRDFTLMABEBG5DA.jpeg?auth=d07c4be9cb41d355803a3787176648d2f8042d9de74514a995138fa5c23803b0&width=1200&height=630&smart=true,2025-02-14T03:45:33Z,"UNIONTOWN, Pa. — A Fayette County man has been sentenced to prison for sending inappropriate messages and photos to a teen girl on social media, the Attorney General said.
Attorney General Dave Sund… [+774 chars]"
"{'id': 'nbc-news', 'name': 'NBC News'}",Reuters,U.S. deports to Panama nearly 120 Asian migrants of different nationalities,The United States deported 119 people of different nationalities to Panama as part of a deal between the Trump administration and the Central American nation.,https://www.nbcnews.com/news/world/us-deports-panama-nearly-120-asian-migrants-different-nationalities-rcna192164,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-02/250213-Vatican-City-Panama-President-Jose-Raul-Mulino-Quintero-ac-1037p-29e034.jpg",2025-02-14T03:45:05Z,"PANAMA CITY  The United States deported 119 people of different nationalities to Panama as part of an agreement between the Trump administration and the Central American nation, Panamanian President … [+1604 chars]"
"{'id': None, 'name': 'Memeorandum.com'}",,Judge orders Trump administration to restore funds for foreign aid programs (Politico),"Politico:
Judge orders Trump administration to restore funds for foreign aid programs  —  A U.S. district judge said the administration failed to account for the extraordinary harm caused by the broad-based halt.  —  A federal judge has ordered the Trump admi…",https://www.memeorandum.com/250213/p190,https://static.politico.com/82/01/9169958940e6ad30caa130da87cd/white-house-85385.jpg,2025-02-14T03:45:00Z,"memeorandum is an auto-generated summary of the stories that US political commentators are discussing online right now.
Unlike sister sites Techmeme and Mediagazer, it is not a human-edited news out… [+72 chars]"
"{'id': None, 'name': 'NDTV News'}",Bhavya Sukheja,Techie Bagged Rs 7 Crore Promotion But Wife Asked For Divorce. See Post,A tech executive working 14 hours a day recently shared how his relentless pursuit of promotion cost him his marriage.,https://www.ndtv.com/offbeat/techie-who-bagged-rs-7-crore-promotion-shares-how-his-job-cost-him-his-marriage-7706953,"https://i.ndtvimg.com/i/2018-04/divorce-generic-pixabay_650x400_71523846086.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",2025-02-14T03:44:26Z,"A tech executive working 14 hours a day recently shared how his relentless pursuit of promotion cost him his marriage. In a post shared on the anonymous professional community Blind, the man revealed… [+2741 chars]"
"{'id': None, 'name': 'The Daily Caller'}",Mariane Angela,‘There’s A Lot At Stake’: Newt Gingrich Predicts Disaster If GOP Loses House To Democrats In 2026 Elections,"Newt Gingrich told Fox Business host Larry Kudlow Thursday that ""there's a lot at stake"" if the Republicans lose Housein the 2026 elections to the Democrats.",https://dailycaller.com/2025/02/13/newt-gingrich-house-democrats-republicans/,https://cdn01.dailycaller.com/wp-content/uploads/2025/02/Screenshot-2025-02-14-10.01.01-AM-e1739498556555.jpg,2025-02-14T03:44:19Z,Former Republican House Speaker Newt Gingrich told Fox Business host Larry Kudlow Thursday that “there’s a lot at stake” if the Republicans lose the House in the 2026 midterm elections to the Democra… [+3611 chars]
"{'id': None, 'name': 'Freerepublic.com'}",France24,Afghan arrested after car ramming 'attack' wounds 30 in Germany,"Police arrested an Afghan asylum seeker at the scene of what German leaders labelled a car ramming ""attack"" Thursday that wounded 30 people, some seriously, in the southern city of Munich. *snip* News outlet Der Spiegel, citing security sources, reported that…",https://freerepublic.com/focus/f-news/4297495/posts,,2025-02-14T03:43:03Z,"Skip to comments.
Afghan arrested after car ramming 'attack' wounds 30 in GermanyFrance24 ^
 | February 13, 2025
 | no author listed
Posted on 02/13/2025 7:43:03 PM PST by Leaning Right
Police a… [+1895 chars]"
"{'id': 'the-jerusalem-post', 'name': 'The Jerusalem Post'}",BY PHILISSA CRAMER/JTA,Kanye’s swastika shirt inspires a flurry of defiant Jewish spinoffs,"The Israeli American Council is selling a version with the swastika replaced by a simple black Star of David, undercutting Yeezy’s price to land on the Jewishly meaningful price of $18",https://www.jpost.com/diaspora/antisemitism/article-842114,"https://images.jpost.com/image/upload/f_auto,fl_lossy/c_fill,g_faces:center,h_407,w_690/649371",2025-02-14T03:42:40Z,"Kanye West’s swastika shirt is no longer for sale, after the e-commerce platform Shopify said earlier this week, amid an outcry, that he had violated its terms of service.
But a wide array of shirts… [+2579 chars]"
"{'id': None, 'name': 'The Denver Post'}",Patrick Saunders,"Doherty’s Katey Valdez chasing second gold at state wrestling, eyes 2028 Olympics","You wouldn't know it to talk to her, but Doherty's Katey Valdez is an F-5 tornado.",https://www.denverpost.com/2025/02/13/doherty-katey-valdez-chasing-second-gold-state-wrestling-2028-olympics/,https://www.denverpost.com/wp-content/uploads/2025/02/TDP-L-State-Wrestling-RJS-00271.jpg?w=1024&h=740,2025-02-14T03:42:29Z,"You wouldn’t know it to talk to her, but Doherty’s Katey Valdez is an F-5 tornado.
It took the soft-spoken senior a mere 24 seconds to pin Grand Junction Central freshman Kenadee Stewart in the open… [+3312 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Bloomberg,"Trump’s tariffs shake global markets, but bigger shock is for China and India","The US economy demonstrates robust performance, contrary to previous expectations of decline in favor of China and India. Despite recent tariff impositions by President Trump, the US maintains its economic ascendancy, overshadowing other global markets strugg…",https://economictimes.indiatimes.com/news/international/global-trends/trumps-tariffs-shake-global-markets-but-bigger-shock-is-for-china-and-india/articleshow/118232264.cms,"https://img.etimg.com/thumb/msid-118232478,width-1200,height-630,imgsize-42938,overlay-economictimes/articleshow.jpg",2025-02-14T03:42:19Z,"For all the outrage at President Donald Trumps swift and broad imposition of tariffs, theres a bigger challenge for the world. The US economy is on a roll, doing much better than anyone anticipated j… [+4867 chars]"
"{'id': None, 'name': 'Fark.com'}",,Old news: Trump doesn't understand tariffs. New News: Trump doesn't understand VAT [Obvious],Old news: Trump doesn't understand tariffs. New News: Trump doesn't understand VAT,https://www.fark.com/comments/13561900/Old-news-Trump-doesnt-understand-tariffs-New-News-Trump-doesnt-understand-VAT,https://usrimg-850.fark.net/J/JI/fark_JIB_nlZAaVbF3rFEWLN9BHP6KeI.jpg?AWSAccessKeyId=JO3ELGV4BGLFW7Y3EZXN&Expires=1739768400&Signature=dJvGFeLh2MbafWN6cIuxWMYtTbQ%3D,2025-02-14T03:42:13Z,"<li>Links are submitted by members of the Fark community.
</li><li>When community members submit a link, they also write a custom headline for the story.
</li><li>Other Farkers comment on the links… [+177 chars]"
"{'id': None, 'name': 'Freerepublic.com'}",The Hill,House panel advances budget resolution after marathon meeting,"The House Budget Committee advanced a budget resolution after a marathon meeting on Thursday, clearing the first hurdle in the GOP conference’s effort to pass President Trump’s legislative agenda. The panel approved the budget resolution in a party-line 21-16…",https://freerepublic.com/focus/f-news/4297494/posts,,2025-02-14T03:41:54Z,"Skip to comments.
House panel advances budget resolution after marathon meetingThe Hill ^
 | 2/13/2025
 | Mychael Snell
Posted on 02/13/2025 7:41:54 PM PST by gwjack
The House Budget Committee a… [+2780 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ETMarkets.com,"Buy Devyani International, target price Rs 195: JM Financial","JM Financial has issued a buy call for Devyani International, setting a revised target price of Rs 195. While KFC and Pizza Hut's performance was suboptimal, better margins in international and Costa Coffee segments aided growth. The management aims to drive …",https://economictimes.indiatimes.com/markets/stocks/recos/buy-devyani-international-target-price-rs-195-jm-financial/articleshow/118201075.cms,"https://img.etimg.com/thumb/msid-118201129,width-1200,height-630,imgsize-55946,overlay-etmarkets/articleshow.jpg",2025-02-14T03:41:00Z,"(What's moving Sensex and Nifty Track latest market news, stock tips, Budget 2025, Share Market on Budget 2025 and expert advice, on ETMarkets. Also, ETMarkets.com is now on Telegram. For fastest new… [+330 chars]"
