title,link,description
U.S. Zoos Gave a Fortune to Protect Pandas. Thatâ€™s Not How China Spent It.,https://www.nytimes.com/2024/11/29/world/asia/china-panda-money-us-zoos.html,"A Times investigation found that zoos knew conservation money went toward apartment buildings and roads. But they wanted to keep displaying pandas, so nobody looked too closely."
Great Apes and Tiny Bears: Chasing Wild Thrills in Borneo,https://www.nytimes.com/2024/11/25/travel/borneo-wildlife.html,"This Southeast Asian island, home to some of the worldâ€™s strangest and most iconic creatures, is a dream destination for a growing number of â€œmammal watchers.â€"
Far From the Climate Talks: The Human Cost of Global Warming in 2024,https://www.nytimes.com/2024/11/22/climate/global-warming-disasters.html,"Every month so far has seen floods, fires, smashed heat records or some combination of extreme weather. Little time remains for leaders to agree on what to do about it."
"Giraffes, in Steep Decline, Now Need Protection, U.S. Officials Say",https://www.nytimes.com/2024/11/20/climate/giraffes-threatened-endangered.html,"A new proposal would restrict the import of hunting trophies, pelts, bone carvings and other items."
What Trumpâ€™s Return to Office Could Mean for Animals,https://www.nytimes.com/2024/11/20/science/trump-regulation-animals.html,"A second Trump administration could alter the lives of all sorts of animals, whether they live in laboratories, zoos, fields or forests."
The Fight to Save a Decrepit Pink House by the Sea,https://www.nytimes.com/2024/11/18/us/pink-house-massachusetts.html,"The 99-year-old house on Bostonâ€™s North Shore is battered and uninhabited. And yet, it is beloved by artists and locals â€” so much that they helped pause its demolition."
"Man Hiding Tarantulas, Centipedes and Ants Is Stopped From Boarding Flight",https://www.nytimes.com/2024/11/16/world/americas/tarantulas-centipedes-smuggling-arrest-peru.html,"Officials in Lima, Peru, said the endangered spiders had been taken from the Amazon basin. The man was flying to South Korea."
Can These Ex-Hollywood Chimps Find a Place Among the Apes?,https://www.nytimes.com/2024/11/15/science/chimpanzees-hollywood-zoos.html,"Behind the scenes at a Chicago zoo, chimpanzees who spent years entertaining humans are learning to befriend their own kind."
Last N.I.H. Chimps to Move From New Mexico Facility,https://www.nytimes.com/2024/11/08/science/chimps-alamogordo-haven.html,"The retired research chimpanzees, which had previously been deemed too frail to move, will be relocated to a Louisiana sanctuary."
Why This Pianist Canâ€™t Tickle the Ivories,https://www.nytimes.com/2024/11/07/nyregion/piano-steinway-ivory-keys.html,Julian Gargiulo moved to New York and arranged to have his Steinway shipped from Europe. Thatâ€™s when his troubles began.
Man Who Killed Hundreds of Eagles and Hawks Gets Nearly 4 Years in Prison,https://www.nytimes.com/2024/10/31/us/eagle-killer-sentenced-four-years.html,"Travis John Branson was part of a conspiracy that killed 3,600 birds, prosecutors said. He also trafficked and sold bird parts on the black market."
Hereâ€™s What a Shocking New Number on Wildlife Declines Really Means,https://www.nytimes.com/2024/10/09/climate/wildlife-survey-population-declines-wwf.html,The results from an important ongoing assessment look grim. But the survey is often misunderstood.
A Radical Approach to Flooding in England: Give Land Back to the Sea,https://www.nytimes.com/2024/10/22/world/europe/uk-steart-marshes-carbon-climate-change-flooding.html,"When a huge tract of land on the Somerset coast was deliberately flooded, the project was slammed as â€œridiculousâ€ by a local lawmaker. But the results have been transformative."
"Art to See at U.S. Museums, Galleries and Auction Houses This Fall",https://www.nytimes.com/2024/10/22/arts/american-museums-galleries-art-guide.html,"Many exhibitions around the country will showcase artistsâ€™ responses to political and social movements, and to their own histories."
Woman Who Tried to Smuggle 29 Turtles Wrapped in Socks Pleads Guilty,https://www.nytimes.com/2024/10/13/us/eastern-box-turtle-smuggling.html,"A resident of Hong Kong was caught while paddling across a lake from Vermont to Canada in an inflatable kayak with the Eastern box turtles in a duffle bag, according to court records."
F.A.A. Clears the Way for SpaceX to Hold Starship Launch on Sunday,https://www.nytimes.com/2024/10/12/us/politics/faa-spacex-starship-license.html,The agency said the company had agreed to study the environmental impact of its launches in South Texas and ways to mitigate harm to wildlife.
Flash Floods in Northern Thailand Force Elephant Park Evacuation,https://www.nytimes.com/video/world/asia/100000009751477/floods-thailand-elephant-parks.html,"A flash flood forced the Elephant Nature Park, the biggest elephant sanctuary in Chiang Mai, Thailand, to evacuate its 126 elephants and hundreds of other animals."
"3 Idaho Big-Game Guides Led Illegal Mountain Lion Hunts, U.S. Says",https://www.nytimes.com/2024/10/03/us/hunting-guides-indictment-mountain-lions.html,"The three face federal charges for leading hunts as part of an unlicensed outfitting business separate from their employer, federal prosecutors said."
Rancher Gets 6 Months in Prison for Scheme to Create Giant Sheep Hybrid,https://www.nytimes.com/2024/09/30/us/montana-man-giant-sheep-sentence.html,Prosecutors said the Montanan illegally used tissue from a sheep from Central Asia and the testicles from a bighorn sheep to make large hybrids that he could sell at premium prices.
A Remote Alaskan Island Is on High Alert for a Rat,https://www.nytimes.com/2024/09/25/us/rat-alaska-saint-paul-island.html,"Wildlife experts fear that a rat could disrupt the islandâ€™s delicate balance, so they are pulling out all the stops."
A Fungus Decimated American Bats. Now Scientists Are Fighting Back.,https://www.nytimes.com/2024/09/17/science/bats-white-nose-syndrome.html,"Researchers have found several promising ways to thwart the fungus, which causes the deadly white-nose syndrome in bats."
Wildlife,https://www.nytimes.com/2023/01/24/learning/wildlife.html,Are wild animals welcome in your community?
Wildlife,https://www.nytimes.com/2009/07/14/opinion/14tue4.html,"Meeting a raccoon, 20 pounds of fangs and claws, in a fenced-in urban yard and glimpsing the animal in a country meadow make for two very different experiences."
Is There a Role For Wildlife Trade in Fighting Wildlife Trafficking?,https://dotearth.blogs.nytimes.com/2014/02/11/is-there-a-role-for-wildlife-trade-in-fighting-wildlife-trafficking/,A meeting in London identifies new strategies for cutting poaching and trade in rare wildlife.
Wildlife Confidential,https://dotearth.blogs.nytimes.com/2011/09/23/wildlife-confidential/,HIdden cameras catch wildlife in unguarded moments while helping to conserve species.
Wildlife in Winter,https://www.nytimes.com/2022/02/15/learning/wildlife-in-winter.html,What creatures might you see in the wild where you live right now?
The Wildlife Conundrum,https://green.blogs.nytimes.com/2010/05/21/the-wildlife-conundrum/,Repeatedly federal officials have said they are very concerned about gulf wildlife; that they cannot predict how birds and fish and the like will be affected; and that they have no idea when they will know.
Will New York Force More Mentally Ill People Into Treatment?,https://www.nytimes.com/2025/02/21/nyregion/kathy-hochul-nyc-homeless-involuntary-commitment.html,"Gov. Kathy Hochul has proposed changes to the stateâ€™s mental health laws, but they face opposition from lawmakers and civil-rights groups."
When Your Moral Compass Is Compromised,https://www.nytimes.com/2025/02/20/well/moral-injury.html,The mental health world has a term for psychological distress that happens when your values are violated.
Former Sheriffâ€™s Deputy Is Convicted in Killing of Colorado Man,https://www.nytimes.com/2025/02/20/us/colorado-deputy-christian-glass-shooting.html,"Andrew Buen was found guilty of criminally negligent homicide in the 2022 killing of Christian Glass, who was experiencing a mental health crisis on a mountain road."
Debt Nearly Buried Them. Hereâ€™s How They Got Out of the Hole.,https://www.nytimes.com/2025/02/23/business/debt-money-mental-health.html,People who find themselves in financial trouble sometimes consider taking drastic measures when their situation appears hopeless. But there is always a way out.
Therapy Is Good. These Therapists Are Bad.,https://www.nytimes.com/2025/02/20/well/mind/bad-therapists.html,"Declarations of love, snoring, exercising and other boundary violations can really derail a therapeutic relationship."
Lost Causes,https://www.nytimes.com/2025/02/22/briefing/lost-causes.html,"When we lose things, itâ€™s tempting to think we need to keep better track of them, to hold on to stuff more tightly. What if the opposite is true?"
"Behind a Mass Shooting Trial in Texas, a Lawyerâ€™s Own Grief",https://www.nytimes.com/2025/02/09/us/lawyer-schizophrenia-santa-fe-school-shooting.html,"Lori Laird was defending a couple whose son shot 23 people at his school, while engaged in a desperate struggle with her own sonâ€™s mental illness. When are parents to blame?"
Ye Says He Has Autism Rather Than Bipolar Disorder,https://www.nytimes.com/2025/02/06/style/kanye-west-autism-podcast.html,The rapper and designer formerly known as Kanye West revealed the diagnosis during a podcast interview where he also discussed his upcoming album.
Marijuana Dependence Linked to Higher Risk of Death,https://www.nytimes.com/2025/02/06/health/cannabis-marijuana-death-psychosis.html,Two new Canadian studies are the largest to date looking at death rates and psychosis associated with cannabis use disorder.
House Committee to Examine Secret Navy Effort on Pilot Brain Injuries,https://www.nytimes.com/2025/02/06/us/topgun-navy-pilot-brain-injury.html,"The Navy quietly started screening elite fighter pilots for signs of brain injuries caused by flying, a risk it officially denies exists."
How a Leftist Activist Group Helped Torpedo a Psychedelic Therapy,https://www.nytimes.com/2025/02/04/health/fda-mdma-psychedelic-therapy-psymposia.html,The fallout from the F.D.A.â€™s rejection of MDMA-assisted treatment for PTSD worries researchers and experts who fear other psychedelic drugs in the pipeline could be jeopardized.
"At This Ballet Company, the Priority Is Dancersâ€™ Mental Health",https://www.nytimes.com/2025/01/13/arts/dance/ballet-mental-health-azara-florida.html,Azara Ballet in Florida is a place where performers can just be themselves.
Digital Drugs Have Us Hooked. Dr. Anna Lembke Sees a Way Out.,https://www.nytimes.com/2025/02/01/magazine/anna-lembke-interview.html,The psychiatrist and author of â€œDopamine Nationâ€ wants us to find balance in a world of temptation and abundance.
Guatemalan Man Pleads Guilty to 2 Murder Counts in Las Vegas Stabbing Spree,https://www.nytimes.com/2025/01/30/us/las-vegas-stabbings-guilty-plea.html,"Yoni Barrios, an unauthorized immigrant whose unprovoked attack on eight people in 2022 drew attention from Donald J. Trump, will serve life in prison without the possibility of parole."
What Felt Like a Drug Trip Was a Mental Health Disorder,https://www.nytimes.com/2025/01/09/well/mind/depersonalization-derealization-disorder.html,The sensation of being detached from your surroundings may point to a hard-to-diagnose condition.
How to Remain a Reality-Based Human in 2025,https://www.nytimes.com/2025/01/30/opinion/trump-ai-social-media-humor.html,Some meditations to help you stay chill.
The Plane Crash Should Have Killed Her. Sometimes She Wishes It Had.,https://www.nytimes.com/2025/01/27/nyregion/avianca-plane-crash-survivor-long-island.html,"In 1990, Avianca Flight 52 crashed in suburban Long Island and a 17-year-old girl was pulled from the wreckage. Survival has been its own ordeal."
4 Things Therapists Want You to Know Before You Start Therapy,https://www.nytimes.com/2025/01/24/well/start-therapy-tips.html,Hereâ€™s how to make the most of your visits.
"People With A.D.H.D. Are Likely to Die Significantly Earlier Than Their Peers, Study Finds",https://www.nytimes.com/2025/01/23/health/adhd-life-expectancy.html,"A large study found that men lost seven years of life expectancy and women lost nine years, compared with counterparts without the disorder."
"A Child Is Killed, and a Suspectâ€™s Arrest History Raises Questions",https://www.nytimes.com/2025/01/22/nyregion/a-child-is-killed-and-a-suspects-arrest-history-raises-questions.html,"Caleb Rijos, 14, was fatally stabbed on his way to school. The man who the police say is responsible has a long criminal record."
How My Mother-in-Law Lost Her Mind and Found Herself,https://www.nytimes.com/2025/01/21/opinion/cancer-mental-health-wisdom.html,"â€œI canâ€™t change it. Iâ€™m not in control, so I have to listen.â€"
The Voices in His Head Would Not Stop. Then a Boy Was Stabbed to Death.,https://www.nytimes.com/2025/01/21/nyregion/waldo-meija-caleb-rijos-stabbing-voices.html,"Waldo Mejiaâ€™s psyche had been showing cracks, a longtime friend said. Now he is charged with killing 14-year-old Caleb Rijos at random."
TikTok Changed How We Talk About Health,https://www.nytimes.com/2025/01/17/well/tiktok-health-ban.html,"It has turned doctors into stars, put taboo subjects on main and given all of us a place to explore our well-being."
Kennedyâ€™s Plan for the Drug Crisis: A Network of â€˜Healing Farmsâ€™,https://www.nytimes.com/2025/01/18/health/rfk-addiction-farms.html,The positions of Robert F. Kennedy Jr. on vaccines and drug companies are well known. His approach to addiction has been far less scrutinized.
A TikTok Habit Is Hard to Break,https://www.nytimes.com/2025/01/17/well/tiktok-addiction-ban.html,Users of the app are panicking about the prospect of a ban. Experts who study social media addiction say itâ€™s easy to see why.
"Online Therapy Boom Has Mainly Benefited Privileged Groups, Studies Find",https://www.nytimes.com/2025/01/15/health/teletherapy-online-therapy.html,Digital mental health platforms were supposed to expand access for the neediest patients. Researchers say that hasnâ€™t happened.
5 Takeaways from Hochulâ€™s State of the State Address,https://www.nytimes.com/2025/01/14/nyregion/hochul-trump-crime-affordability.html,"Child care, housing costs and public safety were the New York governorâ€™s top issues as she outlined her policy plans for the year and for a re-election fight in 2026."
Lander Vows to End Street Homelessness for Mentally Ill People as Mayor,https://www.nytimes.com/2025/01/13/nyregion/homeless-mentally-ill-brad-lander.html,"Brad Lander, the New York City comptroller who is running for mayor, announced a major plan to address homelessness after a series of violent attacks on the subway."
Where the Police Used a Taser on a Bible-Reading Great-Grandmother,https://www.nytimes.com/2025/01/14/us/abuse-and-injury-result-from-uneven-rules-on-police-taser-use.html,"A lack of state standards leaves Mississippi police and sheriffâ€™s departments on their own to decide when to use stun guns, and many give officers a free hand."
Support in the Teen Mental Health Crisis,https://www.nytimes.com/2024/12/24/opinion/communities-fund-uja-federation.html,UJA-Federation has worked for decades to fight loneliness among New Yorkers.
Judge Orders Release of Woman Who Stabbed Friend to Please â€˜Slender Manâ€™,https://www.nytimes.com/2025/01/09/us/slenderman-stabbing-woman-released.html,"The woman, Morgan Geyser, 22, was sentenced to spend 40 years in a psychiatric facility after she stabbed her friend 19 times in 2014 for a sinister internet character."
Wildfires Can Leave Lasting Psychological Scars,https://www.nytimes.com/2025/01/09/well/california-wildfire-mental-health.html,Survivors of wildfires like those burning across Los Angeles can experience mental health issues long after a blaze is out.
Burned Out? Start Here.,https://www.nytimes.com/2025/01/07/opinion/ezra-klein-podcast-oliver-burkeman.html,The self-help author Oliver Burkeman argues that the path to productivity â€” and peace of mind â€” begins with accepting your limitations.
"Soldierâ€™s Struggles Began Long Before Las Vegas Blast, Nurse Says",https://www.nytimes.com/2025/01/04/us/matthew-livelsberger-las-vegas-cybertruck.html,A Green Beret who had served several combat tours fatally shot himself in a Cybertruck that exploded outside a Trump hotel on New Yearâ€™s Day.
Subway Violence Stubbornly Defies All Efforts to Quell It,https://www.nytimes.com/2025/01/01/nyregion/subway-violence-stubbornly-defies-all-efforts-to-quell-it.html,"A string of attacks has riders devising their own strategies to stay safe, even after years of official efforts to make New Yorkâ€™s vital transportation system secure."
The Year in Wisdom,https://www.nytimes.com/2024/12/31/podcasts/the-daily/2024-best-advice.html,Our staff â€” and listeners â€” on the best advice of 2024.
10 Ways to Keep Your Mind Healthy in 2025,https://www.nytimes.com/2024/12/30/well/mind/mental-brain-health-advice.html,Adopting even just one of these easy strategies can make a meaningful difference in how you feel and function.
"In New Mexico, a Democratic Governor Wants to Get Tough on Crime",https://www.nytimes.com/2024/12/25/business/new-mexico-michelle-grisham-crime.html,"Gov. Michelle Lujan Grisham has clashed with her own party over how to tackle the nexus of addiction, mental illness and violence in New Mexico."
Deputies Missed Signs Before a Detainee Hanged Himself,https://www.nytimes.com/2024/12/23/us/ca-jail-death-riverside-county.html,"Reports and video footage newly released in Riverside County, Calif., indicate that a man was able to cover his cell window and camera without intervention."
Defense Bill Orders Military to Take New Action on Brain Injury,https://www.nytimes.com/2024/12/18/us/defense-bill-brain-injury-blast.html,"Mandates in the annual appropriations act, passed on Wednesday, call for the Pentagon to track and mitigate risks to troopsâ€™ brains from firing their own weapons."
"Seeking Relief From Brain Injury, Some Veterans Turn to Psychedelics",https://www.nytimes.com/2024/12/16/us/psychedelic-ibogaine-veteran-brain-injury-ptsd.html,"Unable to find effective treatments at home, veterans with brain-injury symptoms are going abroad for psychedelics like ibogaine that are illegal in the U.S."
The Reverberations of the Daniel Penny Verdict,https://www.nytimes.com/2024/12/16/nyregion/daniel-penny-verdict.html,"Penny was acquitted in the chokehold killing of Jordan Neely. The case has set off a debate over justice, race and the treatment of mentally ill people."
"As the Right Lionizes Daniel Penny, His Prosecutor Faces a Familiar Fury",https://www.nytimes.com/2024/12/14/nyregion/alvin-bragg-daniel-penny-politics.html,"Alvin Bragg, the Manhattan district attorney who won a conviction of Donald J. Trump, has been a target of the right. After Mr. Pennyâ€™s acquittal in a subway choking, Mr. Bragg faces fresh anger."
How to Dangerously Misread a Very Important Verdict,https://www.nytimes.com/2024/12/12/opinion/daniel-penny-jordan-neely-subway-killing.html,What happened on that subway train â€” and the acquittal that followed â€” deserves a more measured response.
"In Penny Verdict, a Flashpoint in the Debate Over Crime and Mental Illness",https://www.nytimes.com/2024/12/10/nyregion/daniel-penny-trial-jordan-neely.html,A New York jury acquitted Daniel Penny in the death of Jordan Neely. Republican politicians hailed the verdict. But some New Yorkers found it deeply disturbing.
Top-Gun Navy Pilots Fly at the Extremes. Their Brains May Suffer.,https://www.nytimes.com/2024/12/08/us/navy-pilot-brain-injury-topgun.html,A confidential Navy program is studying whether intense fighter jet operations can cause devastating brain injuries in flight crews.
"Canadaâ€™s 988 Crisis Hotline, a â€˜Pathway to Survival,â€™ One Year Later",https://www.nytimes.com/2024/12/07/world/canada/canada-988-hotline-suicide-prevention.html,"The hotline responded to more than 300,000 calls and texts in its inaugural year, reinforcing appeals for Canada to establish a national suicide prevention strategy."
Texas Man Who Killed and Dismembered 3 Is Sentenced to Death,https://www.nytimes.com/2024/12/05/us/jason-alan-thornburg-death-sentence-texas.html,"Jason Alan Thornburg, who lured his victims to a motel room, told the police he was â€œbeing called to commit sacrifices,â€ according to an arrest warrant."
Americaâ€™s Hidden Racial Divide: A Mysterious Gap in Psychosis Rates,https://www.nytimes.com/2024/12/03/magazine/psychosis-schizophrenia-risk-race.html,Black Americans experience schizophrenia and related disorders at twice the rate of white Americans. Itâ€™s a disparity that has parallels in other cultures.
Relatives of Subway Choking Victim Must Relive His Death Daily,https://www.nytimes.com/2024/12/01/nyregion/subway-choking-jordan-neely-relatives.html,"In life, Jordan Neelyâ€™s family lost him to mental illness. After his death, his father and uncle have steeled themselves to attend the manslaughter trial of Daniel Penny each day."
Reckoning With the Connection Between Brain Injuries and Criminal Behavior,https://www.nytimes.com/2024/11/30/opinion/brain-injury-incarcerations-crime.html,"In the fight to reduce recidivism, we may be ignoring one major element."
"When Leniency Is the Goal, a Justice System Breaks Easily",https://www.nytimes.com/2024/11/27/opinion/nyc-killing-criminal-justice.html,Two recent cases showÂ New Yorkâ€™s fragile courts have little room for error.
â€˜Everyone Thought We Were Going to Dieâ€™: Living With Flight Trauma,https://www.nytimes.com/2024/11/25/well/mind/airplane-emergencies-mental-health.html,"Extreme turbulence, a blown-out door, an engine on fire: For passengers and crew members who have experienced in-air emergencies, the pain endures."
Stabbing Suspectâ€™s Descent Into Madness Went Undetected by Authorities,https://www.nytimes.com/2024/11/22/nyregion/nyc-ramon-rivera-stabbing-mental-health.html,"Ramon Rivera, who had a history of mental illness and minor crimes, missed a check-in with a case manager. Days later, he went on a killing spree in Manhattan, according to the police."
Man Is Charged With Killing 3 in Random Stabbings Across Manhattan,https://www.nytimes.com/2024/11/18/nyregion/nyc-stabbings-manhattan.html,"Ramon Rivera, 51, attacked the victims in an unprovoked spree that began in Manhattanâ€™s Chelsea neighborhood and ended near the United Nations, the police said."
Why Kennedy Sees an â€˜Epidemicâ€™ of Chronic Disease Among Children,https://www.nytimes.com/2024/11/15/health/rfk-chronic-diseases-children.html,"Trends in child health are in fact worrisome, and scientists welcome a renewed focus on foods and environmental toxins. But vaccines and fluoride are not the cause."
Here Are the Agencies Robert F. Kennedy Jr. Would Oversee as H.H.S. Secretary,https://www.nytimes.com/2024/11/14/us/rfk-jr-hhs-agencies.html,"President-elect Donald Trumpâ€™s nominee would oversee agencies that regulate food, vaccines and medicine and were instrumental during the pandemic."
Brooklyn Man Charged With Murdering Father in Luxury Irish Hotel,https://www.nytimes.com/2024/11/14/nyregion/henry-mcgowan-murder-father-ireland.html,"Henry McGowan, Irish officials said, â€œdid murder one John McGowan, contrary to common law,â€ on Tuesday night."
Librarians Face a Crisis of Violence and Abuse,https://www.nytimes.com/2024/10/31/well/mind/librarian-trauma-homeless-drugs-mental-illness.html,"As libraries become public stages for social problems â€” homelessness, drug use, mental health â€” the people who work there are burning out."
How Tech Created a â€˜Recipe for Lonelinessâ€™,https://www.nytimes.com/2024/11/10/technology/personaltech/technology-loneliness.html,"Technology and loneliness are interlinked, researchers have found, stoked by the ways we interact with social media, text messaging and binge-watching."
"Yes, There Are Things to Love About Winter",https://www.nytimes.com/2024/11/08/well/how-to-love-winter.html,Itâ€™s not all dark mornings and bulky coats.
Man Who Lived Rent-Free in Hotel for Years Is Found Unfit to Stand Trial,https://www.nytimes.com/2024/11/06/nyregion/mickey-barreto-unfit-trial.html,"A hearing has been scheduled for next week for a judge to decide whether Mickey Barreto, who stayed at the New Yorker Hotel in Manhattan, should be held in a hospital for psychiatric care."
Inside a Deadly Southern California Jail System: 5 Takeaways,https://www.nytimes.com/2024/11/01/us/california-jail-deaths-takeaways.html,Troubling patterns across the Riverside County jail system put detainees at risk.
The Deadliest Year Inside One of Americaâ€™s Deadliest Jail Systems,https://www.nytimes.com/2024/11/01/us/california-jail-deaths-riverside-county.html,"Riverside County, Calif., reported its highest detainee death count in decades, including multiple suicides that reveal deep institutional problems."
"In Subway Chokehold Trial, Lawyers Spar Over Daniel Pennyâ€™s Chokehold",https://www.nytimes.com/2024/11/01/nyregion/daniel-penny-trial-jordan-neely.html,"Mr. Penny is charged with manslaughter in the May 2023 killing of Jordan Neely, a homeless man menacing passengers in a subway car."
The Myth of the Mad Artist Is Harmful. I Should Know.,https://www.nytimes.com/2024/10/30/opinion/mental-health-tortured-artist-robert-schumann.html,The presumption of emotional instability has made it not easier but more difficult for artists to be forthright about our mental health.
New Yorkersâ€™ Life Expectancy Has Dipped. Officials Want to Change That.,https://www.nytimes.com/2025/01/28/nyregion/nyc-life-expectancy-health-department.html,"The city laid out a series of proposals to reduce cancer deaths by 20 percent, and deaths from heart- and diabetes-related ailments by 5 percent, over the next five years."
TikTok Faces Barrage of Lawsuits Around Teens and Mental Health,https://www.nytimes.com/2024/10/08/business/tiktok-lawsuits-us-states-teens-mental-health.html,More than a dozen states sued TikTok on Tuesday for creating an app designed to be addictive to children and teenagers.
Fluffy Feeling Ill? N.Y.C. Workers May Get Sick Leave to Care for Pets.,https://www.nytimes.com/2024/10/23/nyregion/new-york-sick-leave-pets.html,Councilman Shaun Abreu introduced a bill that would require employers in New York City to let workers use their paid sick leave to take care of pets and service animals.
Why Does Mental Illness Raise the Risk of Severe Covid?,https://www.nytimes.com/2024/10/21/well/covid-mental-health-anxiety-depression.html,People with psychiatric conditions are more likely to be hospitalized or die of the virus. Scientists have ideas about why that might be the case.
Can A.I. Be Blamed for a Teenâ€™s Suicide?,https://www.nytimes.com/2024/10/23/technology/characterai-lawsuit-teen-suicide.html,The mother of a 14-year-old Florida boy says he became obsessed with a chatbot on Character.AI before his death.
The Toughest Verdict in a Subway Killing,https://www.nytimes.com/2024/10/22/opinion/daniel-penny-subway-trial.html,Madness in public life leads to a clash of two liberal principles: the sovereignty of individuals and the collective right to public order.
A Schizophrenia Diagnosis Sets Off a Reckoning With Mental Illness,https://www.nytimes.com/2024/10/19/books/review/no-one-gets-to-fall-apart-sarah-labrie.html,"In â€œNo One Gets to Fall Apart,â€ the TV writer Sarah LaBrie follows the breadcrumbs of her motherâ€™s disorder back to her childhood, and beyond."
"Under an L.A. Freeway, a Psychiatric Rescue Mission",https://www.nytimes.com/2024/10/20/health/los-angeles-homeless-psychiatry.html,The crisis of homelessness is pushing American psychiatry to places it has not gone before â€” like sidewalk injections of antipsychotics.
There Is No Safe Way to Turn Teenagers Into Megastars,https://www.nytimes.com/2024/10/19/opinion/liam-payne-death-boy-band.html,How many more boy band tragedies do we need to see before we connect the dots?
Novelty Acts,https://www.nytimes.com/2024/10/19/briefing/finding-novelty.html,"Weâ€™re so accustomed to researching, planning and curating every millisecond of our lives that we rarely stop to consider the mental cost."
How Los Angeles Is Trying to Keep Homeless People Off the Streets,https://www.nytimes.com/2024/10/18/us/los-angeles-homeless-workers.html,The city relies on an army of case managers to help homeless people stay in motels and on the path toward finding an apartment.
The Hidden Politics of Disorder,https://www.nytimes.com/2024/10/18/opinion/ezra-klein-podcast-charles-fain-lehman.html,"The crime researcher Charles Fain Lehman discusses why people feel unsafe, even as violent crime rates have dropped."
7 Memoirs Therapists Think You Should Read,https://www.nytimes.com/2024/09/30/well/live/memoirs-mental-health.html,Mental health experts on the stories that helped them and their patients through tough times.
Survivors of Maine Mass Shooting Take Step Toward Suing the Army,https://www.nytimes.com/2024/10/15/us/maine-mass-shooting-survivors-lawsuit-army.html,"A group of survivors and relatives of victims said the military failed to respond to warning signs from the gunman, an Army Reserve grenade instructor, ahead of the shooting."
Fiery Pileup in Wyoming Highway Tunnel Kills at Least 2,https://www.nytimes.com/2025/02/14/us/wyoming-tunnel-fire-crash.html,"The crash caused a fire that raged for hours, and the tunnel remained closed on Friday evening."
Why the Traffic Lights Have Slowed Down on 3rd Avenue,https://www.nytimes.com/2025/02/10/nyregion/traffic-lights-third-avenue-cyclists.html,The city has reset traffic signals on a two-mile stretch to make it safer for cyclists.
N.Y.P.D. Bans High-Speed Chases for Low-Level Offenses,https://www.nytimes.com/2025/01/15/nyregion/nypd-bans-high-speed-chases-for-low-level-offenses.html,"A quarter of the nearly 2,300 vehicle pursuits last year led to crashes, property damage or physical harm, the police said. Most chases will no longer be allowed."
Heavy Snow Blankets Central U.S.,https://www.nytimes.com/video/weather/100000009909567/heavy-snow-blankets-central-us.html,"The major winter storm froze over some roads and highways as it moved east with a dangerous mix of snow, sleet and rain."
"Winter Storm Blankets the East Coast, With Arctic Air on Its Heels",https://www.nytimes.com/2025/01/06/weather/winter-storm-snow-rain-forecast.html,"Hazardous snow, sleet and freezing rain disrupted travel plans and caused power outages in the Mid-Atlantic region, as bitter cold set in."
How Your Car Might Be Making Roads Safer,https://www.nytimes.com/2024/12/20/technology/connected-cars-roads-data.html,Researchers say data from long-haul trucks and General Motors cars is critical for addressing traffic congestion and road safety. Data privacy experts have their concerns.
New U.S. Vehicles Must Have Rear Seatbelt Alarms by Late 2027,https://www.nytimes.com/2024/12/17/us/rear-seat-belt-warning-rule.html,The National Highway Traffic Safety Administration changed an existing rule to expand and enhance seatbelt warning requirements.
Preet Bharara to Investigate State Police Slowdown in New Jersey,https://www.nytimes.com/2024/12/11/nyregion/trooper-slowdown-preet-bharara.html,"New Jerseyâ€™s attorney general has chosen Mr. Bharara, a former U.S. attorney, to investigate a steep dip in tickets for speeding and drunken driving."
Death of Cyclist in Paris Lays Bare Divide in Mayorâ€™s War Against Cars,https://www.nytimes.com/2024/11/29/world/europe/cyclist-death-paris-paul-varry-cars.html,"Paul Varry was run over on a city street in what prosecutors suspect was a deliberate act of road rage, as bikers and drivers choose sides."
China: Road Accident Kills 20 Farmers,https://www.nytimes.com/2007/05/22/world/asia/22briefs-farmers.html,"Twenty female farmers were killed when the three-wheeled vehicle they were riding overturned on a mountainous road in Liaoning Province. State news media said they were returning from a day of picking herbs and were crowded onto a trailer towed behind the vehicle. Chinaâ€™s roads are the most dangerous in the world, with 90,000 people losing their lives in accidents in the first quarter of 2007 alone, according to official estimates."
Tenor Seriously Injured In Sicily Road Accident,https://artsbeat.blogs.nytimes.com/2011/08/29/tenor-seriously-injured-in-sicily-road-accident/,Salvatore Licitra was severely injured in a motor-scooter accident in Sicily on Saturday night.
9 Killed in Greek Road Accident,https://www.nytimes.com/1978/04/30/archives/9-killed-in-greek-road-accident.html,"ATHENS, April 29 (Reuters)&#8212;Nine persons were killed and 60 injured in road accidents today as many Athenians left the city today for Greek Orthodox Easter celebrations. Police authorities estimated that more than half the three million people of Athens left to spend Easter with relatives in the provinces."
Road Accident in Mexico Kills 37 in Huge Explosion,https://www.nytimes.com/2007/09/11/world/americas/11mexico.html,"A truck carrying more than 50,000 pounds of ammonium nitrate, an explosive used in the mining industry, blew up after crashing into a pickup truck and catching fire."
"Shuler, Ex-Champion, Killed in Road Accident",https://www.nytimes.com/1986/03/21/sports/shuler-ex-champion-killed-in-road-accident.html,"  James Shuler, the middleweight boxer, was killed today when the motorcycle he was driving was involved in an accident with a tractor-trailer, authorities said. He was 26 years old."
